labels,Not,Exp,Imp
0,0.93243223,0.032055,0.03551281
0,0.9819385,0.007379805,0.010681731
0,0.98541945,0.007349044,0.007231583
1,0.045638792,0.9047437,0.049617518
0,0.9834594,0.006239455,0.010301038
0,0.6741039,0.24019633,0.08569976
0,0.047374647,0.9008877,0.051737625
2,0.06394106,0.8707013,0.06535768
2,0.933058,0.03392582,0.033016127
0,0.98220557,0.009541294,0.0082531925
0,0.9798955,0.006750116,0.013354356
0,0.9744824,0.012257183,0.01326038
0,0.9786783,0.010271653,0.011050009
0,0.9792083,0.009166504,0.01162527
0,0.97709036,0.008922866,0.0139868455
0,0.9813597,0.009165996,0.009474302
2,0.96171874,0.013825306,0.024456056
0,0.95536727,0.023576707,0.021056028
0,0.9387389,0.02795728,0.033303875
0,0.98280036,0.006175115,0.011024481
0,0.985762,0.007263747,0.006974218
0,0.9267111,0.039484877,0.033804093
0,0.9787668,0.009223126,0.01201003
0,0.78081656,0.15632838,0.06285504
0,0.9805393,0.010006981,0.009453606
0,0.97630346,0.012023721,0.011672848
0,0.981506,0.01079496,0.007699022
0,0.9839679,0.008018009,0.008014011
0,0.28366193,0.59067667,0.12566143
0,0.9757781,0.011470938,0.012750933
0,0.98393875,0.0076044123,0.008456776
0,0.98300135,0.0069654724,0.010033179
0,0.1687587,0.7179555,0.11328576
0,0.9777959,0.00821312,0.0139909545
0,0.9612096,0.014078333,0.024711993
1,0.1018706,0.83380234,0.06432706
0,0.9076434,0.047602054,0.04475453
2,0.6185549,0.27190447,0.10954057
0,0.7754326,0.14469126,0.07987613
0,0.9830157,0.0077151316,0.009269192
0,0.98088306,0.0072273477,0.011889554
1,0.1380713,0.7928164,0.06911226
0,0.96096396,0.012424209,0.026611844
0,0.98323697,0.008384445,0.008378537
0,0.98540163,0.0059996517,0.008598699
1,0.97898054,0.011220321,0.0097991545
2,0.1428142,0.76289016,0.09429565
0,0.96259034,0.01461658,0.022793101
0,0.97704107,0.011488206,0.011470713
1,0.22119196,0.69118506,0.087623015
0,0.9850365,0.005723092,0.00924043
0,0.9845131,0.007930299,0.0075565143
0,0.97971904,0.008613974,0.011667073
1,0.0704105,0.87274504,0.056844424
1,0.6845553,0.21033882,0.10510583
0,0.9808899,0.0084410105,0.010669089
1,0.6328783,0.24311729,0.12400445
0,0.9844209,0.0060221017,0.009556971
0,0.9778816,0.011550272,0.010568128
0,0.9723912,0.014088924,0.013519899
2,0.70133555,0.19452566,0.10413875
0,0.98498917,0.0071750293,0.007835752
0,0.5816095,0.32337406,0.09501647
0,0.9830877,0.0068204445,0.010091882
0,0.95574594,0.018774996,0.025478981
0,0.9844929,0.007787426,0.0077196867
0,0.97254974,0.014653237,0.0127970055
0,0.6519431,0.23507544,0.11298147
0,0.9818304,0.0103441,0.007825543
2,0.13848394,0.7830429,0.078473166
2,0.9754927,0.00888524,0.015622155
0,0.9848547,0.006422772,0.0087224655
1,0.1425125,0.768028,0.08945944
0,0.9774311,0.008135841,0.01443313
0,0.7307587,0.18400507,0.08523622
0,0.9819602,0.008289546,0.009750305
1,0.42019984,0.5030673,0.07673282
0,0.96262,0.014364015,0.023015978
0,0.9036741,0.058958724,0.037367195
1,0.97896284,0.012810502,0.008226669
2,0.9658088,0.017162345,0.01702881
0,0.97136813,0.009916144,0.018715665
0,0.969696,0.01620087,0.014103168
2,0.9849991,0.0061377226,0.008863157
0,0.97986525,0.010820682,0.009313967
0,0.9742622,0.014858629,0.010879191
0,0.98191285,0.0071493876,0.0109378435
1,0.049188793,0.90702844,0.043782804
0,0.31933337,0.53932446,0.14134216
0,0.98597634,0.0062908577,0.0077327527
0,0.93367857,0.036853433,0.029467905
2,0.97530806,0.0092622535,0.0154297585
0,0.9824928,0.008320697,0.009186499
0,0.98387074,0.0074879345,0.008641333
0,0.9802152,0.0062384116,0.013546339
0,0.9824823,0.008276716,0.009240999
1,0.122047596,0.7716938,0.10625861
0,0.9746601,0.01376034,0.011579585
0,0.97768456,0.009466103,0.012849344
0,0.98466164,0.0064906958,0.00884775
0,0.9830524,0.0076216487,0.009325979
0,0.9664529,0.019990325,0.013556782
0,0.7435366,0.16538922,0.09107414
0,0.95912963,0.014099306,0.026771097
0,0.9794002,0.0068336255,0.013766218
1,0.31874833,0.58059126,0.10066044
0,0.9599784,0.0185723,0.021449327
0,0.3682861,0.49563527,0.13607864
0,0.9650849,0.017581997,0.01733306
0,0.9770925,0.008418004,0.014489449
0,0.97892237,0.0070909346,0.013986622
0,0.9680872,0.00813615,0.023776658
0,0.95658976,0.016754452,0.02665577
0,0.97679454,0.008338636,0.014866821
0,0.9749679,0.00853539,0.016496787
0,0.9797031,0.011756403,0.008540437
0,0.97937864,0.008707375,0.011913985
0,0.9822788,0.0068864566,0.010834764
0,0.7772512,0.13501415,0.08773466
0,0.9561922,0.029222265,0.014585578
0,0.9801702,0.0094409585,0.0103888875
0,0.97473663,0.012095778,0.013167569
0,0.9838382,0.0072086924,0.008953123
1,0.6013026,0.29746428,0.10123308
0,0.9788316,0.009981848,0.011186595
0,0.978002,0.008959309,0.013038646
0,0.9044148,0.046377085,0.04920808
0,0.9836316,0.007015506,0.009352888
1,0.97580236,0.0141607,0.010036955
0,0.9844376,0.0065727565,0.008989652
0,0.9832565,0.0075954525,0.0091480445
2,0.98414916,0.007432152,0.008418636
1,0.045435872,0.9034309,0.0511332
0,0.98457724,0.0077468473,0.007675976
0,0.9108862,0.0453999,0.043713845
0,0.97782683,0.011278538,0.01089466
0,0.9780427,0.00918744,0.012769823
0,0.9741011,0.009317263,0.016581666
2,0.4440546,0.43274933,0.1231961
2,0.96487457,0.016970532,0.018154828
1,0.40564698,0.5147008,0.07965219
0,0.97817206,0.007142472,0.014685552
0,0.8530473,0.04008659,0.1068661
0,0.9762491,0.013375283,0.01037552
0,0.9842328,0.005949967,0.009817166
0,0.9830925,0.00674777,0.010159758
0,0.9791925,0.0076201204,0.013187299
1,0.044138223,0.89168805,0.06417369
0,0.9768162,0.01114298,0.012040824
0,0.96874714,0.016776435,0.014476494
0,0.97805417,0.0077261836,0.014219655
0,0.9828743,0.0073384987,0.009787212
0,0.29294616,0.55422616,0.15282767
0,0.9815859,0.008809694,0.009604399
0,0.9830888,0.0064354343,0.010475839
0,0.97956014,0.010172058,0.010267851
0,0.96010166,0.01531668,0.02458163
0,0.95670223,0.012330685,0.030967033
1,0.88784087,0.07561769,0.036541536
0,0.93424183,0.042834,0.02292413
1,0.9657331,0.01767255,0.016594384
0,0.98560625,0.00573344,0.00866032
0,0.9744407,0.010511822,0.015047527
0,0.76962,0.14331308,0.08706691
0,0.98057723,0.008234373,0.01118837
